gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000111647	1218	2159	1801	430	1232	778	2329	1689	DOWN
ENSG00000280088	128	232	225	39	46	87	308	195	DOWN
ENSG00000257696	4	6	5	2	2	1	3	1	DOWN
ENSG00000238105	5062	3790	4035	921	1320	1514	1962	1402	DOWN
ENSG00000257489	173	134	235	57	41	43	85	67	DOWN
ENSG00000075089	691	1777	1448	337	632	818	1123	777	DOWN
ENSG00000166153	42	31	15	4	11	20	18	13	DOWN
ENSG00000136021	1913	5941	5750	1290	2964	2140	5221	3904	DOWN
ENSG00000139354	35	28	36	12	8	8	0	1	DOWN
ENSG00000258033	2	0	0	0	1	1	1	2	DOWN
ENSG00000120800	1855	2794	3928	875	3157	1569	2548	1774	DOWN
ENSG00000120805	1323	2012	1421	340	617	896	1678	1114	DOWN
ENSG00000257543	4	6	8	2	3	1	7	2	DOWN
ENSG00000166211	0	1	1	1	0	0	0	0	DOWN
ENSG00000196091	0	20	3	2	10	0	3	1	DOWN
ENSG00000274560	0	0	1	0	1	0	2	0	DOWN
ENSG00000111666	2680	7074	4732	1105	1357	728	5496	3978	DOWN
ENSG00000199933	156	142	75	20	25	15	113	98	DOWN
ENSG00000139351	85	368	189	48	132	81	400	237	DOWN
ENSG00000111670	3787	9042	10190	2403	3833	3778	13768	9798	DOWN
ENSG00000222255	25	11	8	1	2	3	12	10	DOWN
ENSG00000258230	166	95	110	35	27	66	204	148	DOWN
ENSG00000222932	3	0	1	0	2	0	2	0	DOWN
ENSG00000136048	274	1043	499	104	208	356	593	396	DOWN
ENSG00000257202	2	2	3	0	0	3	3	4	DOWN
ENSG00000258308	4	6	1	0	1	0	2	3	DOWN
ENSG00000120860	860	988	725	154	358	315	520	357	DOWN
ENSG00000257222	36	42	29	8	3	8	18	14	DOWN
ENSG00000075188	379	592	347	86	98	121	242	167	DOWN
ENSG00000281370	9	10	3	0	5	2	6	3	DOWN
ENSG00000185480	105	206	239	76	49	58	110	75	DOWN
ENSG00000281344	94	148	217	47	80	23	111	95	DOWN
ENSG00000017427	0	6	1	0	0	0	0	0	DOWN
ENSG00000139352	0	0	0	1	0	0	0	0	DOWN
ENSG00000257703	0	20	0	0	1	2	14	6	DOWN
ENSG00000179088	358	821	119	31	190	171	1127	807	DOWN
ENSG00000257415	0	0	2	0	2	0	3	2	DOWN
ENSG00000136011	27	81	39	7	46	7	31	16	DOWN
ENSG00000257681	31	47	27	7	24	6	23	16	DOWN
ENSG00000111696	2081	1565	1288	257	1648	1033	1759	1406	DOWN
ENSG00000257754	4	2	2	0	1	0	0	2	DOWN
ENSG00000214198	83	102	114	25	105	37	148	91	DOWN
ENSG00000166598	8934	23532	20544	4784	12562	10513	33613	22240	DOWN
ENSG00000204954	120	251	210	51	62	87	123	86	DOWN
ENSG00000139372	1423	3335	3392	818	1065	1701	2662	1941	DOWN
ENSG00000120820	14	52	39	10	19	12	24	19	DOWN
ENSG00000216285	2	12	4	1	0	1	6	4	DOWN
ENSG00000111727	621	1558	1414	292	592	826	1498	1101	DOWN
ENSG00000120837	558	1188	1146	255	529	505	1301	902	DOWN
ENSG00000199415	0	2	2	0	0	0	1	0	DOWN
ENSG00000198431	723	5927	2562	626	1705	1644	5421	3874	DOWN
ENSG00000213442	1023	1257	384	64	68	605	806	811	DOWN
ENSG00000255150	116	925	54	12	83	177	500	330	DOWN
ENSG00000171310	1045	5385	2569	564	1558	794	4468	3274	DOWN
ENSG00000258111	0	1	0	0	0	1	4	2	DOWN
ENSG00000279176	5	13	5	6	2	6	11	12	DOWN
ENSG00000136052	44	807	468	95	193	56	824	668	DOWN
ENSG00000151131	341	964	941	247	213	426	982	717	DOWN
ENSG00000136010	11	33	32	10	13	6	13	8	DOWN
ENSG00000136051	7202	13536	13576	3087	4420	3969	11550	8371	DOWN
ENSG00000136044	2089	3898	3400	826	2180	2067	2381	1695	DOWN
ENSG00000235162	105	69	71	20	44	171	51	41	DOWN
ENSG00000257642	0	0	0	0	3	5	0	0	DOWN
ENSG00000257773	9	31	1	0	1	0	14	4	DOWN
ENSG00000074590	16	36	11	0	50	62	5	5	DOWN
ENSG00000257611	12	11	2	1	2	2	2	0	DOWN
ENSG00000136026	3381	14454	9463	2252	704	2287	4494	3154	DOWN
ENSG00000258355	23	84	39	7	2	7	13	8	DOWN
ENSG00000277715	136	304	216	32	38	85	23	20	DOWN
ENSG00000166046	3711	11070	9282	2057	3276	4643	6707	5118	DOWN
ENSG00000013503	435	756	348	87	243	176	522	359	DOWN
ENSG00000257545	19	14	13	1	5	3	11	4	DOWN
ENSG00000111783	0	9	0	1	0	1	2	2	DOWN
ENSG00000257918	0	0	0	0	0	0	0	1	DOWN
ENSG00000111785	201	107	182	38	9	67	619	443	DOWN
ENSG00000260329	17	12	11	2	3	10	6	4	DOWN
ENSG00000151135	2132	2821	1616	388	1640	2160	4335	3087	DOWN
ENSG00000120832	372	573	370	89	359	293	440	336	DOWN
ENSG00000008405	82	218	3231	708	117	607	3751	2737	DOWN
ENSG00000151136	29	224	13	4	18	177	8	5	DOWN
ENSG00000136045	2266	4200	3929	924	822	1315	3735	2627	DOWN
ENSG00000240441	11	23	26	4	10	8	34	38	DOWN
ENSG00000110851	3948	6011	5185	1231	1791	2761	6393	4367	DOWN
ENSG00000258136	260	200	109	29	38	64	179	120	DOWN
ENSG00000257951	15	6	2	0	0	4	17	8	DOWN
ENSG00000257392	5	1	0	0	0	0	1	2	DOWN
ENSG00000257426	1	0	0	0	1	1	2	2	DOWN
ENSG00000258072	24	12	5	0	6	4	12	8	DOWN
ENSG00000075035	4	16	1	1	0	0	2	0	DOWN
ENSG00000174600	25	11	3	1	10	24	8	6	DOWN
ENSG00000247213	9	6	6	6	1	3	7	1	DOWN
ENSG00000198855	256	556	253	49	90	272	339	280	DOWN
ENSG00000075856	4579	9100	7467	1684	2121	3921	8861	6065	DOWN
ENSG00000136003	8118	16094	17107	3992	3255	4847	7430	4960	DOWN
ENSG00000183160	10	2	3	2	8	13	2	3	DOWN
ENSG00000110876	1114	2227	2190	437	650	2125	1088	929	DOWN
ENSG00000257221	611	328	350	80	457	253	130	114	DOWN
ENSG00000110880	4007	5433	5358	1183	3178	1401	5552	4053	DOWN
ENSG00000238457	0	0	0	1	1	1	0	0	DOWN
ENSG00000084112	1859	3367	2093	466	1348	1961	2612	1975	DOWN
ENSG00000274598	2	5	4	0	1	7	8	4	DOWN
ENSG00000135093	941	865	416	106	372	349	562	434	DOWN
ENSG00000256262	61	68	30	8	4	17	14	10	DOWN
ENSG00000212138	4	1	0	0	0	1	1	2	DOWN
ENSG00000189046	247	335	200	47	100	97	182	125	DOWN
ENSG00000076248	295	875	300	73	52	117	515	305	DOWN
ENSG00000256139	12	11	7	2	5	17	4	4	DOWN
ENSG00000076555	1047	1349	894	195	528	588	464	386	DOWN
ENSG00000139445	0	3	0	0	9	1	1	0	DOWN
ENSG00000174527	46	64	38	7	10	17	42	28	DOWN
ENSG00000110906	2140	3124	2506	569	632	1591	3338	2523	DOWN
ENSG00000151148	3233	5934	3718	834	1032	1260	3376	2545	DOWN
ENSG00000139428	391	359	408	85	137	167	311	219	DOWN
ENSG00000110921	181	509	662	166	152	261	506	432	DOWN
ENSG00000139438	13	360	2075	446	1422	479	1036	762	DOWN
ENSG00000255650	0	14	42	9	195	15	73	62	DOWN
ENSG00000139433	1044	1908	1451	328	342	653	1512	1027	DOWN
ENSG00000256351	13	14	9	1	1	6	11	6	DOWN
ENSG00000241413	8	4	6	1	1	5	9	7	DOWN
ENSG00000139437	1080	1956	1698	388	160	532	1161	850	DOWN
ENSG00000139436	2858	4066	3031	698	697	995	2681	1866	DOWN
ENSG00000277299	33	37	28	5	5	16	21	18	DOWN
ENSG00000280426	2	8	4	0	0	3	1	2	DOWN
ENSG00000076513	10326	18729	15556	3541	6004	4685	13442	9397	DOWN
ENSG00000174456	849	1014	1156	269	241	418	655	457	DOWN
ENSG00000277595	125	138	150	24	73	81	98	66	DOWN
ENSG00000279360	0	0	0	0	0	0	0	0	DOWN
ENSG00000122970	50	105	159	37	14	23	238	161	DOWN
ENSG00000174437	6415	10137	12650	2829	12992	6672	15481	11111	DOWN
ENSG00000196510	1474	2337	2201	510	629	970	1047	768	DOWN
ENSG00000258210	17	27	24	6	11	12	4	1	DOWN
ENSG00000258011	5	5	3	1	0	3	5	0	DOWN
ENSG00000111229	6467	9935	8227	1887	1766	2815	5188	3547	DOWN
ENSG00000111231	242	943	589	152	272	326	652	478	DOWN
ENSG00000241680	22	31	17	3	11	21	31	26	DOWN
ENSG00000204856	303	435	252	54	38	86	179	144	DOWN
ENSG00000111237	3086	3769	2874	656	988	1141	2674	1954	DOWN
ENSG00000278993	59	84	69	10	3	15	46	50	DOWN
ENSG00000151164	57	80	37	5	33	29	43	32	DOWN
ENSG00000196850	6650	16353	12357	2860	3708	5685	12394	8836	DOWN
ENSG00000204852	2227	1612	9722	2222	871	1197	545	364	DOWN
ENSG00000122986	2474	12223	6898	1557	780	1740	4310	3087	DOWN
ENSG00000186298	9200	12670	11414	2687	3157	4843	10594	7354	DOWN
ENSG00000173093	3	10	1	0	0	0	0	2	DOWN
ENSG00000111245	0	3	15	2	1	0	0	0	DOWN
ENSG00000111249	2	12	0	0	8	3	2	0	DOWN
ENSG00000198324	106	146	340	80	47	38	381	291	DOWN
ENSG00000257595	2	2	0	0	3	1	1	0	DOWN
ENSG00000257539	2	2	1	0	4	2	1	0	DOWN
ENSG00000111252	3968	9604	23997	5503	4516	6401	10390	7864	DOWN
ENSG00000204842	1336	3496	1924	424	1376	594	3717	2780	DOWN
ENSG00000238168	7	6	6	1	3	5	1	2	DOWN
ENSG00000258099	0	4	6	0	0	2	0	1	DOWN
ENSG00000089234	1241	2124	1835	418	931	1192	1992	1432	DOWN
ENSG00000273903	16	4	3	2	3	1	2	4	DOWN
ENSG00000258359	22	17	12	8	11	13	24	22	DOWN
ENSG00000111271	2076	1243	1798	385	385	641	421	333	DOWN
ENSG00000111275	271	612	452	107	73	94	66	38	DOWN
ENSG00000234608	621	764	1055	238	104	309	470	273	DOWN
ENSG00000089022	2186	3510	3564	758	1053	1027	3016	2092	DOWN
ENSG00000244060	12	6	3	0	2	7	13	6	DOWN
ENSG00000226469	16	18	1	2	18	2	5	11	DOWN
ENSG00000198270	757	427	186	44	170	254	142	111	DOWN
ENSG00000258373	1	1	0	1	0	0	3	1	DOWN
ENSG00000257624	4	4	3	1	1	1	5	0	DOWN
ENSG00000089248	7052	5762	4413	961	1913	2539	4214	3047	DOWN
ENSG00000274227	32	17	21	0	10	11	9	9	DOWN
ENSG00000111300	2450	2708	2388	599	1155	1195	2748	1986	DOWN
ENSG00000266370	22	4	3	1	5	8	5	12	DOWN
ENSG00000258323	8	1	4	1	2	3	4	3	DOWN
ENSG00000135148	1181	2670	3099	713	803	843	1884	1408	DOWN
ENSG00000200135	2	4	4	1	4	0	3	1	DOWN
ENSG00000173064	6836	11519	10769	2403	3937	5330	7694	6204	DOWN
ENSG00000213152	15	7	15	4	8	19	12	16	DOWN
ENSG00000089009	28520	46246	37933	8800	16641	16885	30026	21306	DOWN
ENSG00000179295	2854	7912	6894	1606	2734	2766	6884	5027	DOWN
ENSG00000089169	4	9	3	0	2	6	1	0	DOWN
ENSG00000089127	3003	6482	3802	846	458	380	617	411	DOWN
ENSG00000257452	56	38	29	5	7	3	4	5	DOWN
ENSG00000111331	1977	7659	2201	498	277	266	136	100	DOWN
ENSG00000111335	1636	18391	11864	2704	566	662	2049	1383	DOWN
ENSG00000258159	0	9	6	1	1	0	3	0	DOWN
ENSG00000135144	134	1596	953	237	43	106	2132	1585	DOWN
ENSG00000111344	9	171	50	12	5	13	120	82	DOWN
ENSG00000186710	34	19	31	4	4	14	21	21	DOWN
ENSG00000199899	0	2	1	0	0	0	1	0	DOWN
ENSG00000123064	2716	4805	5045	1135	655	1818	3409	2573	DOWN
ENSG00000201208	49	16	14	0	4	14	19	14	DOWN
ENSG00000139405	223	610	353	86	49	94	256	228	DOWN
ENSG00000166578	22	38	35	11	135	12	34	25	DOWN
ENSG00000186815	5075	6959	3397	766	1976	2178	4439	3453	DOWN
ENSG00000277566	7	8	4	0	2	3	4	6	DOWN
ENSG00000274822	4	5	2	0	1	0	6	7	DOWN
ENSG00000089060	1142	1693	1154	243	688	856	2201	1641	DOWN
ENSG00000151176	714	757	304	61	166	414	353	317	DOWN
ENSG00000135094	4	1	3	2	14	5	2	5	DOWN
ENSG00000139410	8	2	8	1	3	2	1	0	DOWN
ENSG00000249550	1	3	1	0	20	0	5	2	DOWN
ENSG00000257231	4	10	2	0	8	3	9	1	DOWN
ENSG00000122965	4102	5246	3455	781	1073	1478	3686	2788	DOWN
ENSG00000257359	4	0	4	0	0	3	6	0	DOWN
ENSG00000271579	0	0	2	2	0	0	0	0	DOWN
ENSG00000123066	9832	12382	5793	1351	11197	7309	10822	7797	DOWN
ENSG00000258034	13	7	5	0	1	5	5	6	DOWN
ENSG00000257979	1	1	0	0	0	0	1	1	DOWN
ENSG00000258337	0	3	1	0	2	1	2	4	DOWN
ENSG00000196668	56	2	5	1	16	16	2	4	DOWN
ENSG00000258102	69	86	54	17	57	46	101	78	DOWN
ENSG00000275898	2	0	0	0	0	0	0	0	DOWN
ENSG00000111412	3699	3258	5767	1307	1526	2498	14637	10756	DOWN
ENSG00000135119	810	116	359	74	106	102	332	210	DOWN
ENSG00000239374	10	3	4	0	1	2	4	2	DOWN
ENSG00000275467	0	0	1	0	1	2	0	0	DOWN
ENSG00000135116	2822	286	7963	1769	637	706	20815	15117	DOWN
ENSG00000174989	1838	1552	996	232	531	476	2350	1946	DOWN
ENSG00000274554	9	7	11	2	6	3	44	26	DOWN
ENSG00000257279	37	68	153	46	73	11	753	590	DOWN
ENSG00000277840	69	70	243	59	28	17	500	404	DOWN
ENSG00000088992	1132	2486	5908	1378	94	240	5249	3980	DOWN
ENSG00000258285	11	4	12	5	2	3	4	12	DOWN
ENSG00000135108	3486	6290	8596	1955	2331	3786	7661	5672	DOWN
ENSG00000089250	1	13	8	3	2	0	1	2	DOWN
ENSG00000171435	694	858	2025	535	911	960	601	440	DOWN
ENSG00000256071	0	0	5	0	0	1	0	0	DOWN
ENSG00000111445	469	939	1287	295	316	483	772	585	DOWN
ENSG00000277873	5	12	18	5	3	3	19	13	DOWN
ENSG00000176871	1855	3011	4076	989	638	1129	2548	1912	DOWN
ENSG00000276292	8	13	17	5	8	3	9	6	DOWN
ENSG00000176834	352	303	760	163	66	95	391	316	DOWN
ENSG00000089220	6288	5666	8420	1997	1793	2362	4503	3287	DOWN
ENSG00000135090	4510	3758	2409	568	2188	2036	3429	2281	DOWN
ENSG00000240342	5112	4327	5826	1367	36	120	301	211	DOWN
ENSG00000270482	2	9	6	1	1	1	2	3	DOWN
ENSG00000111707	2297	6859	5054	1130	1960	1969	5303	3621	DOWN
ENSG00000275759	64	77	64	11	19	14	93	77	DOWN
ENSG00000275409	31	45	33	5	22	11	55	42	DOWN
ENSG00000213144	13	7	1	1	0	1	4	5	DOWN
ENSG00000111725	1198	3287	2585	584	435	956	2077	1608	DOWN
ENSG00000122966	162	171	218	55	142	197	61	60	DOWN
ENSG00000135127	1126	10396	6584	1596	595	1235	10869	7971	DOWN
ENSG00000111737	1797	4211	4343	1022	729	2158	4061	3036	DOWN
ENSG00000277283	43	46	105	25	14	28	8	9	DOWN
ENSG00000089154	7335	16493	17160	3871	5634	6277	12583	10161	DOWN
ENSG00000089157	39992	65921	44048	9920	18834	19216	45281	33553	DOWN
ENSG00000255857	100	33	29	6	9	30	13	5	DOWN
ENSG00000089159	1755	978	980	247	276	1415	361	304	DOWN
ENSG00000275936	10	2	6	2	0	9	0	1	DOWN
ENSG00000123009	9	10	0	1	0	2	4	7	DOWN
ENSG00000202538	81	82	45	16	18	9	11	1	DOWN
ENSG00000200795	31	18	19	2	5	0	5	1	DOWN
ENSG00000089163	22	55	13	5	14	16	27	18	DOWN
ENSG00000170890	3	1	2	0	0	0	0	0	DOWN
ENSG00000111775	362	620	482	98	78	153	354	175	DOWN
ENSG00000170855	455	744	761	181	91	348	465	346	DOWN
ENSG00000257218	643	1307	1064	239	315	471	1065	692	DOWN
ENSG00000219355	21	43	34	7	8	13	28	25	DOWN
ENSG00000111786	3630	4124	4061	918	591	1702	2967	1980	DOWN
ENSG00000088986	881	3337	5042	1112	2856	2635	3974	2809	DOWN
ENSG00000248008	61	140	191	40	35	72	164	102	DOWN
ENSG00000278344	2	11	9	3	4	1	4	2	DOWN
ENSG00000110871	456	810	656	150	199	307	362	250	DOWN
ENSG00000241030	16	9	12	2	5	6	8	1	DOWN
ENSG00000022840	6254	8668	8741	2025	6077	4166	11876	8434	DOWN
ENSG00000167272	554	712	605	122	177	331	286	250	DOWN
ENSG00000157782	1	7	5	1	11	2	10	5	DOWN
ENSG00000110917	1414	2846	2318	529	1769	2010	3776	2744	DOWN
ENSG00000277423	20	26	36	10	39	22	35	36	DOWN
ENSG00000276188	8	15	8	0	26	5	16	14	DOWN
ENSG00000175970	434	1966	1214	266	496	723	1773	1302	DOWN
ENSG00000122971	312	292	316	76	37	122	166	154	DOWN
ENSG00000255946	0	3	4	1	4	3	7	6	DOWN
ENSG00000157837	1907	1950	1234	292	1103	845	2360	1735	DOWN
ENSG00000213137	2	5	2	1	1	4	6	6	DOWN
ENSG00000231313	3	7	1	0	3	1	1	5	DOWN
ENSG00000244585	0	2	0	0	0	1	0	0	DOWN
ENSG00000135100	2	5	7	1	13	1	5	7	DOWN
ENSG00000157895	694	819	752	180	222	421	546	379	DOWN
ENSG00000135114	49	1335	642	139	99	604	99	64	DOWN
ENSG00000089041	1119	509	592	147	766	645	215	158	DOWN
ENSG00000274029	6	6	5	0	1	4	2	0	DOWN
ENSG00000135124	1548	1487	1840	411	438	690	625	456	DOWN
ENSG00000110931	1243	1049	2784	633	278	556	1555	1127	DOWN
ENSG00000089053	7797	13381	10446	2493	3220	4225	6566	4765	DOWN
ENSG00000170633	1410	3037	2521	569	1001	1241	2112	1619	DOWN
ENSG00000089094	3708	7757	7450	1714	1673	2365	3875	2982	DOWN
ENSG00000256742	18	35	10	2	16	12	1	2	DOWN
ENSG00000252393	2	1	0	0	0	1	0	0	DOWN
ENSG00000276045	608	2429	2418	540	353	960	885	687	DOWN
ENSG00000139714	93	187	261	63	43	126	24	29	DOWN
ENSG00000188735	990	582	642	145	189	261	433	339	DOWN
ENSG00000139725	36	121	284	54	4	15	85	45	DOWN
ENSG00000212694	809	1766	1449	330	500	758	506	421	DOWN
ENSG00000272849	181	485	409	92	165	183	150	99	DOWN
ENSG00000274292	35	47	43	7	2	6	15	6	DOWN
ENSG00000139718	3252	8100	7521	1687	1190	3934	7172	5701	DOWN
ENSG00000158104	28	15	1	1	3	2	5	2	DOWN
ENSG00000110801	105	284	268	72	55	158	223	182	DOWN
ENSG00000256950	2	4	6	1	1	5	8	2	DOWN
ENSG00000158023	16	62	138	33	46	22	121	104	DOWN
ENSG00000255856	1	0	0	0	0	0	0	0	DOWN
ENSG00000110987	516	428	5561	1285	16	25	123	90	DOWN
ENSG00000175727	5228	1240	6604	1459	1501	2390	9268	7165	DOWN
ENSG00000158113	9	9	4	1	24	10	3	1	DOWN
ENSG00000176383	47	35	53	16	131	18	35	38	DOWN
ENSG00000184047	468	366	336	94	86	212	309	234	DOWN
ENSG00000139719	463	1080	912	220	149	331	738	443	DOWN
ENSG00000280389	39	16	13	2	5	8	18	13	DOWN
ENSG00000130779	3943	6782	2943	598	4729	3180	9914	6660	DOWN
ENSG00000256304	7	25	14	4	30	20	118	100	DOWN
ENSG00000214760	2	3	0	0	0	2	1	0	DOWN
ENSG00000257097	2	2	1	1	1	2	6	7	DOWN
ENSG00000033030	2897	6138	5685	1295	2065	2310	4785	3379	DOWN
ENSG00000252192	14	33	22	3	9	16	41	33	DOWN
ENSG00000275265	6	6	5	1	10	2	2	4	DOWN
ENSG00000111011	19145	16233	14280	3186	9896	7792	20614	13493	DOWN
ENSG00000184445	8053	3721	2932	689	2745	2570	2631	1882	DOWN
ENSG00000274191	39	21	6	4	2	9	14	7	DOWN
ENSG00000182782	35	207	2	0	6	76	4	4	DOWN
ENSG00000255398	41	92	0	0	3	21	1	2	DOWN
ENSG00000196917	23	4	4	1	12	0	0	0	DOWN
ENSG00000139726	1476	3423	2719	608	553	1067	2029	1433	DOWN
ENSG00000206914	9	11	10	4	0	10	4	4	DOWN
ENSG00000130783	88	700	631	159	138	105	173	121	DOWN
ENSG00000130787	5791	4081	15582	3670	762	2209	6007	4608	DOWN
ENSG00000139722	443	731	746	207	171	1298	195	155	DOWN
ENSG00000280138	671	763	431	104	449	1951	170	137	DOWN
ENSG00000150967	24	39	82	15	27	33	15	9	DOWN
ENSG00000111325	83	99	89	12	12	22	40	29	DOWN
ENSG00000182196	49	95	71	24	6	19	52	36	DOWN
ENSG00000090975	13950	17368	6827	1552	2570	4642	8673	6569	DOWN
ENSG00000265526	12	15	0	2	0	0	2	7	DOWN
ENSG00000251497	73	120	12	1	1	18	58	46	DOWN
ENSG00000280381	67	216	20	2	8	35	97	96	DOWN
ENSG00000051825	1947	2396	1593	366	934	816	1045	733	DOWN
ENSG00000280120	131	205	164	39	65	55	64	48	DOWN
ENSG00000130921	658	1510	1381	331	2522	587	1030	707	DOWN
ENSG00000235423	26	124	49	10	275	34	69	62	DOWN
ENSG00000111328	114	1261	489	93	79	67	621	445	DOWN
ENSG00000269980	4	23	13	1	23	4	15	11	DOWN
ENSG00000139697	4629	11455	10862	2583	6051	5759	12755	9222	DOWN
ENSG00000207189	2	0	1	0	0	0	0	2	DOWN
ENSG00000256092	145	102	90	20	19	43	41	34	DOWN
ENSG00000183955	1317	3123	2882	683	671	896	3109	2143	DOWN
ENSG00000150977	1511	4112	5730	1348	968	2235	3595	2397	DOWN
ENSG00000270445	24	18	18	5	4	7	5	7	DOWN
ENSG00000184209	1743	1256	994	216	251	629	813	548	DOWN
ENSG00000188026	91	312	108	35	77	70	517	389	DOWN
ENSG00000278112	3	23	17	4	2	9	26	25	DOWN
ENSG00000247373	275	177	196	44	39	69	81	71	DOWN
ENSG00000086598	2417	6551	5377	1251	1238	2365	6923	4675	DOWN
ENSG00000111364	1256	1797	1647	351	567	925	1069	817	DOWN
ENSG00000206897	24	13	19	5	5	13	15	5	DOWN
ENSG00000111361	1977	3421	2997	729	867	1432	2202	1468	DOWN
ENSG00000111358	757	1573	1235	271	252	374	866	594	DOWN
ENSG00000279953	7	17	13	5	2	8	10	15	DOWN
ENSG00000278861	49	76	74	12	8	23	49	41	DOWN
ENSG00000168778	250	1400	468	109	296	326	770	591	DOWN
ENSG00000185344	2682	4055	4328	1004	1710	1410	3560	2685	DOWN
ENSG00000239215	6	1	3	1	1	2	8	3	DOWN
ENSG00000280300	70	70	96	31	27	45	58	59	DOWN
ENSG00000197653	126	187	251	75	369	19	307	228	DOWN
ENSG00000119242	1091	2237	2483	553	1887	922	2880	2189	DOWN
ENSG00000270028	18	49	64	20	150	3	104	68	DOWN
ENSG00000250091	46	258	316	66	801	31	481	394	DOWN
ENSG00000270130	15	56	38	10	73	39	58	48	DOWN
ENSG00000270048	15	29	18	5	50	29	38	27	DOWN
ENSG00000269997	13	60	56	6	66	40	65	55	DOWN
ENSG00000269938	15	57	38	5	58	41	48	31	DOWN
ENSG00000270061	21	39	25	6	56	37	41	36	DOWN
ENSG00000270095	6	9	12	4	14	21	16	16	DOWN
ENSG00000179195	1751	5526	3940	933	747	1264	5195	3505	DOWN
ENSG00000178882	1	3	3	1	5	1	8	8	DOWN
ENSG00000256827	8	22	30	7	1	5	15	9	DOWN
ENSG00000275389	3	5	2	0	0	0	9	4	DOWN
ENSG00000196498	4983	17234	16600	3638	1237	2717	30161	24490	DOWN
ENSG00000255965	3	4	2	0	3	0	8	10	DOWN
ENSG00000214650	10	12	14	0	2	8	18	11	DOWN
ENSG00000279527	6	6	1	0	0	1	4	6	DOWN
ENSG00000279071	20	14	9	3	1	10	26	20	DOWN
ENSG00000280354	3	5	4	0	0	2	10	5	DOWN
ENSG00000279121	6	11	2	0	2	8	13	21	DOWN
ENSG00000279334	7	7	6	2	0	3	8	11	DOWN
ENSG00000073060	39	91	118	32	25	17	93	74	DOWN
ENSG00000150991	36462	59773	47797	10903	42677	30501	52009	37524	DOWN
ENSG00000241129	3	9	0	2	9	2	2	5	DOWN
ENSG00000150990	2098	2264	2388	564	652	1582	1556	1247	DOWN
ENSG00000184992	847	1256	841	179	264	273	875	630	DOWN
ENSG00000081760	536	1142	860	230	374	377	1149	919	DOWN
ENSG00000279233	75	143	184	35	109	86	170	133	DOWN
ENSG00000139364	0	13	5	2	0	0	0	2	DOWN
ENSG00000255595	0	0	0	0	1	0	0	0	DOWN
ENSG00000214043	0	0	0	1	0	0	0	0	DOWN
ENSG00000256732	0	0	0	0	1	1	0	0	DOWN
ENSG00000189238	4	13	1	1	18	33	2	2	DOWN
ENSG00000256128	11	16	0	0	24	21	3	2	DOWN
ENSG00000278266	0	0	0	0	0	2	0	0	DOWN
ENSG00000139370	1501	2697	1938	439	508	813	3307	2331	DOWN
ENSG00000279500	163	148	96	29	17	88	206	157	DOWN
ENSG00000274695	1	2	2	0	1	3	0	0	DOWN
ENSG00000151948	51	15	2	1	1	20	0	1	DOWN
ENSG00000249196	0	0	0	0	0	0	0	0	DOWN
ENSG00000060709	0	5	1	1	0	0	0	0	DOWN
ENSG00000111450	625	1422	807	190	203	382	1727	1232	DOWN
ENSG00000256250	6	32	14	2	1	3	15	12	DOWN
ENSG00000256299	4	24	8	4	2	3	15	11	DOWN
ENSG00000132341	5406	9424	8979	2169	2380	3692	10379	7194	DOWN
ENSG00000111452	14	8	7	0	0	8	0	0	DOWN
ENSG00000061936	5837	10176	11707	2653	4335	4226	6732	4640	DOWN
ENSG00000255933	161	78	73	20	40	59	60	73	DOWN
ENSG00000200483	5	4	1	0	6	3	0	0	DOWN
ENSG00000198598	891	1377	720	166	238	776	44	21	DOWN
ENSG00000256955	13	20	32	8	63	18	0	0	DOWN
ENSG00000177169	4034	5359	4943	1127	979	2934	3757	3045	DOWN
ENSG00000279283	129	166	67	11	42	68	106	92	DOWN
ENSG00000255992	10	7	6	4	3	2	0	2	DOWN
ENSG00000177192	999	1629	1227	277	256	516	1076	897	DOWN
ENSG00000273568	55	74	70	17	34	49	63	45	DOWN
ENSG00000183495	5932	10488	8572	1909	2758	3687	10151	7905	DOWN
ENSG00000208892	2	1	1	1	1	1	4	1	DOWN
ENSG00000185684	2341	2808	2465	573	702	634	2029	1496	DOWN
ENSG00000279640	44	68	32	8	13	20	45	50	DOWN
ENSG00000185163	2100	3330	3396	771	859	1354	1975	1547	DOWN
ENSG00000184967	679	971	1459	341	78	380	522	418	DOWN
ENSG00000256576	24	44	11	0	2	5	2	7	DOWN
ENSG00000182870	1	2	2	1	1	7	6	5	DOWN
ENSG00000274373	3	8	15	2	6	15	9	10	DOWN
ENSG00000256783	3	0	3	0	0	0	0	0	DOWN
ENSG00000256875	3	3	4	0	1	1	0	0	DOWN
ENSG00000112787	3729	5679	7627	1779	643	2014	3778	2790	DOWN
ENSG00000280287	432	821	518	115	177	258	623	567	DOWN
ENSG00000279700	337	389	214	48	267	146	354	297	DOWN
ENSG00000277052	4	6	6	0	1	2	7	5	DOWN
ENSG00000277186	4	2	0	0	1	0	0	1	DOWN
ENSG00000204583	6	0	5	1	9	0	0	0	DOWN
ENSG00000187848	4	7	7	1	10	0	5	12	DOWN
ENSG00000280311	2	4	4	1	4	2	2	6	DOWN
ENSG00000177084	2829	5235	4070	946	1408	1891	4859	3765	DOWN
